tail_number,avg_alt,avg_mph,mean_lat,mean_long,flight_count,manufacturer,model,reg_state,log_flight_count
N1989B,15950.0,460.0,34.57214999999999,-118.0385,2,DASSAULT-BREGUET,FALCON 10,MONTANA,1.0986122886681098
N198FE,38050.0,541.0,35.0341,-118.608,1,BOEING,767-300F,TENNESSEE,0.6931471805599453
N198HB,29925.0,460.0,34.7335,-118.023,2,LEARJET INC,60,TEXAS,1.0986122886681098
N198SY,29661.11111111111,482.8888888888889,34.58632222222222,-118.32455555555556,18,EMBRAER S A,ERJ 170-200 LR,UTAH,2.9444389791664403
N1998R,7583.333333333333,460.0,34.6542,-118.21166666666666,3,CESSNA,172R,CALIFORNIA,1.3862943611198906
N199DF,31058.333333333332,512.6666666666666,34.6261,-117.98566666666666,3,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,WASHINGTON,1.3862943611198906
N199DN,35887.5,534.0,34.82875,-117.99799999999999,2,BOEING,767-332,GEORGIA,1.0986122886681098
N199RM,22787.5,461.75,34.734300000000005,-117.997,4,RAYTHEON AIRCRAFT COMPANY,390,NEVADA,1.6094379124341003
N199SY,32516.176470588234,482.0,34.57125882352941,-118.43158823529411,17,EMBRAER S A,ERJ 170-200 LR,UTAH,2.8903717578961645
N199TT,30258.333333333332,499.3333333333333,34.552033333333334,-118.051,3,HAWKER BEECHCRAFT CORP,400A,IOWA,1.3862943611198906
N199XP,38150.0,460.0,34.8061,-118.631,1,CESSNA,750,CALIFORNIA,0.6931471805599453
N19DD,31291.666666666668,512.0,34.485733333333336,-118.29066666666667,3,BOMBARDIER INC,BD-100-1A10,DELAWARE,1.3862943611198906
N19GR,39900.0,525.0,34.8295,-118.31,1,LEARJET INC,45,OHIO,0.6931471805599453
N19HT,35695.0,533.0,34.72862,-118.32239999999999,5,GULFSTREAM AEROSPACE CORP,GVII-G500,OREGON,1.791759469228055
N19JY,33431.25,432.0,34.5307,-118.1375,4,HONDA AIRCRAFT CO LLC,HA-420,OKLAHOMA,1.6094379124341003
N1AL,21987.5,506.5,34.62295,-118.1605,2,GULFSTREAM AEROSPACE CORP,GVI (G650ER),CALIFORNIA,1.0986122886681098
N1AM,27475.0,460.0,34.5354,-117.495,1,GULFSTREAM AEROSPACE,G-V,CALIFORNIA,0.6931471805599453
N1D,14975.0,460.0,34.4279,-118.338,1,GULFSTREAM AEROSPACE,G-IV,FLORIDA,0.6931471805599453
N1DW,40850.0,534.0,34.5444,-118.686,1,GULFSTREAM AEROSPACE,GIV-X (G450),CALIFORNIA,0.6931471805599453
N1GC,16100.0,315.0,34.4329,-118.414,1,PILATUS AIRCRAFT LTD,PC-12/47E,WASHINGTON,0.6931471805599453
N1GS,14550.0,430.0,34.48,-118.316,1,DASSAULT AVIATION,FALCON 7X,MONTANA,0.6931471805599453
N1HC,40575.0,525.0,34.5704,-117.946,1,GULFSTREAM AEROSPACE,GV-SP,OKLAHOMA,0.6931471805599453
N1HZ,20037.5,463.0,34.4833,-118.506,2,BOMBARDIER INC,CL-600-2B16,MISSOURI,1.0986122886681098
N1KE,20675.0,493.0,34.5068,-117.848,1,GULFSTREAM AEROSPACE CORP,GVI,OREGON,0.6931471805599453
N1L,27200.0,532.0,34.4815,-118.493,1,GULFSTREAM AEROSPACE CORP,GVII-G500,DELAWARE,0.6931471805599453
N1PG,24875.0,493.0,34.5231,-117.821,1,GULFSTREAM AEROSPACE CORP,GVI (G650ER),OHIO,0.6931471805599453
N1PK,38700.0,546.0,34.5247,-118.598,1,BAUMANN PHILIPP H JR,FISHER CLASSIC,CALIFORNIA,0.6931471805599453
N1RB,32512.5,500.5,34.6837,-118.41375,4,BOMBARDIER INC,BD-100-1A10,CALIFORNIA,1.6094379124341003
N1RH,26250.0,536.0,34.6339,-117.339,1,GULFSTREAM AEROSPACE CORP,GVI (G650ER),NORTH CAROLINA,0.6931471805599453
N1SJ,17750.0,207.0,34.5883,-117.916,1,CIRRUS DESIGN CORP,SR22T,ARIZONA,0.6931471805599453
N1TC,21933.333333333332,460.0,34.61493333333333,-118.07600000000001,3,PILATUS AIRCRAFT LTD,PC-12,NEVADA,1.3862943611198906
N1TD,16140.0,414.4,34.54614,-118.19980000000001,5,GULFSTREAM AEROSPACE,G-IV,ARIZONA,1.791759469228055
N1TM,43200.0,543.0,34.5233,-118.304,1,GULFSTREAM AEROSPACE,G-IV,COLORADO,0.6931471805599453
N1TS,41475.0,527.0,34.5018,-118.828,1,BOEING,737-7JY,DELAWARE,0.6931471805599453
N1Z,21675.0,470.0,34.612,-117.635,1,GULFSTREAM AEROSPACE,GIV-X (G450),DELAWARE,0.6931471805599453
N200CH,15900.0,460.0,34.4896,-117.753,1,DASSAULT AVIATION,FALCON 2000EX,OHIO,0.6931471805599453
N200DE,11175.0,338.0,34.623,-118.104,1,BOMBARDIER INC,CL-600-2B16,UTAH,0.6931471805599453
N200DR,11050.0,460.0,34.4686,-118.023,1,CIRRUS DESIGN CORP,SR22,VIRGINIA,0.6931471805599453
N200DV,16300.0,477.5,34.61495,-118.0095,2,EMIVEST AEROSPACE CORP,SJ30-2,MONTANA,1.0986122886681098
N200ES,15492.857142857143,427.14285714285717,34.58582857142857,-118.144,7,GULFSTREAM AEROSPACE CORP,GVI (G650ER),CALIFORNIA,2.0794415416798357
N200GN,16183.333333333334,460.0,34.571266666666666,-118.205,3,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,FLORIDA,1.3862943611198906
N200GX,23487.5,431.5,34.78575,-117.72749999999999,2,DASSAULT AVIATION,MYSTERE-FALCON 50,UTAH,1.0986122886681098
N200JB,12950.0,424.0,34.6332,-117.964,1,BOMBARDIER INC,BD-100-1A10,DELAWARE,0.6931471805599453
N200JT,8800.0,460.0,34.5833,-118.281,1,CESSNA,750,TEXAS,0.6931471805599453
N200LC,19370.0,470.0,34.65934,-117.95720000000001,5,GULFSTREAM AEROSPACE,G-IV,DELAWARE,1.791759469228055
N200NP,18460.0,304.3,34.65769,-118.04100000000001,10,PILATUS AIRCRAFT LTD,PC-12/47E,CALIFORNIA,2.3978952727983707
N200QS,21528.571428571428,453.42857142857144,34.646300000000004,-118.13785714285714,7,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,2.0794415416798357
N200SN,16971.875,460.0,34.6258125,-118.349125,8,SWEARINGEN,SA226-T(B),CALIFORNIA,2.1972245773362196
N200SY,26818.75,463.75,34.728825,-118.34575,4,EMBRAER S A,ERJ 170-200 LR,UTAH,1.6094379124341003
N200WN,36950.0,514.0,34.592666666666666,-118.11066666666666,3,BOEING,737-7H4,TEXAS,1.3862943611198906
N200WP,19225.0,313.0,34.6083,-118.069,1,BEECH,B200,IDAHO,0.6931471805599453
N2010Z,5700.0,460.0,34.7169,-117.862,1,PIPER,PA-28-140,CALIFORNIA,0.6931471805599453
N201LV,32407.5,503.3,34.66345,-118.48030000000001,10,BOEING,737-7H4,TEXAS,2.3978952727983707
N201LX,5925.0,460.0,34.64660000000001,-118.32300000000001,2,MOONEY,M20J,OREGON,1.0986122886681098
N201NN,30375.0,491.0,34.70276666666667,-118.03866666666666,3,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.3862943611198906
N201RP,6550.0,460.0,34.6827,-118.324,1,MOONEY,M20J,CALIFORNIA,0.6931471805599453
N201VE,10575.0,460.0,34.5482,-117.904,1,MOONEY,M20J,CALIFORNIA,0.6931471805599453
N201XQ,7845.833333333333,460.0,34.69726666666667,-118.24533333333333,6,MOONEY,M20J,CALIFORNIA,1.9459101490553132
N2029J,12056.25,375.75,34.622225,-118.08250000000001,4,AIRBUS,A321-271NX,NEW YORK,1.6094379124341003
N202EX,36950.0,460.0,34.623599999999996,-118.12100000000001,2,DASSAULT,FALCON 2000EX,WASHINGTON,1.0986122886681098
N202HA,28230.0,474.2,34.58442,-118.295,5,AIRBUS,A321-271N,HAWAII,1.791759469228055
N202JP,14312.5,460.0,34.62865,-117.976,2,CESSNA,650,TEXAS,1.0986122886681098
N202NV,32500.0,498.6666666666667,34.677,-118.14733333333334,3,AIRBUS,A320-214,NEVADA,1.3862943611198906
N202QS,24850.0,458.0,34.7033,-117.775,1,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,0.6931471805599453
N202SY,25931.25,468.0,34.5423,-118.17925,4,EMBRAER S A,ERJ 170-200 LR,UTAH,1.6094379124341003
N202WN,34538.46153846154,502.15384615384613,34.622323076923074,-118.36984615384615,13,BOEING,737-7H4,TEXAS,2.6390573296152584
N202ZA,25875.0,532.0,34.43,-118.524,1,DASSAULT AVIATION,FALCON 2000EX,CALIFORNIA,0.6931471805599453
N2034D,6900.0,460.0,34.6235,-118.112,1,BEECH,C35,CALIFORNIA,0.6931471805599453
N2039W,9400.0,460.0,34.746,-117.985,1,BEECH,35-C33,CALIFORNIA,0.6931471805599453
N203BZ,28400.0,460.0,34.2739,-117.504,1,AIRBUS CANADA LP,BD-500-1A11,UTAH,0.6931471805599453
N203CA,17410.0,460.0,34.405680000000004,-118.1842,5,PIPER,PA 46-350P,CALIFORNIA,1.791759469228055
N203SY,24500.0,460.0,34.8231,-118.333,1,EMBRAER S A,ERJ 170-200 LR,UTAH,0.6931471805599453
N203WN,27977.083333333332,486.4166666666667,34.56755833333333,-118.153,12,BOEING,737-7H4,TEXAS,2.5649493574615367
N2040A,8387.5,460.0,34.540400000000005,-118.14699999999999,2,BEECH,V35A,CALIFORNIA,1.0986122886681098
N2043J,20600.0,486.0,34.4983,-117.426,1,AIRBUS,A321-271NX,UTAH,0.6931471805599453
N2046K,10400.0,460.0,34.6502,-118.087,1,TEXTRON AVIATION INC,172S,DELAWARE,0.6931471805599453
N204BG,19683.333333333332,460.0,34.6754,-118.00933333333334,3,CESSNA,560,IDAHO,1.3862943611198906
N204HA,31609.090909090908,517.5454545454545,34.51588181818182,-118.18163636363637,11,AIRBUS,A321-271N,HAWAII,2.4849066497880004
N204NN,28615.0,493.4,34.6596,-118.17159999999998,5,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.791759469228055
N204RM,8543.75,240.0,34.597775,-118.0955,4,CIRRUS DESIGN CORP,SR20,CALIFORNIA,1.6094379124341003
N204RT,46000.0,460.0,34.582,-118.783,1,LEARJET INC,31A,CALIFORNIA,0.6931471805599453
N204SJ,10350.0,460.0,34.4985,-117.997,1,PIPER,PA-32-300,CALIFORNIA,0.6931471805599453
N204SY,25675.0,472.0,34.475366666666666,-117.83066666666667,3,EMBRAER S A,ERJ 170-200 LR,UTAH,1.3862943611198906
N204UA,38125.0,550.6666666666666,34.525299999999994,-118.036,3,BOEING,777-222,ILLINOIS,1.3862943611198906
N204WN,24120.833333333332,471.0,34.537308333333335,-118.32833333333333,12,BOEING,737-7H4,TEXAS,2.5649493574615367
N2057H,11050.0,460.0,34.5516,-118.221,2,CESSNA,550,TEXAS,1.0986122886681098
N205CE,3575.0,460.0,34.603,-118.012,1,BELL,205A-1,GEORGIA,0.6931471805599453
N205HA,33562.5,518.0,34.62135,-117.831,2,AIRBUS,A321-271N,HAWAII,1.0986122886681098
N205KK,8475.0,460.0,34.7071,-117.943,1,MOONEY,M20J,CALIFORNIA,0.6931471805599453
N205QS,12700.0,460.0,34.4707,-118.322,1,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,0.6931471805599453
N205RS,9612.5,460.0,34.48955,-118.1785,2,MOONEY,M20J,CALIFORNIA,1.0986122886681098
N205SY,31083.333333333332,471.3333333333333,34.6022,-118.16922222222222,9,EMBRAER S A,ERJ 170-200 LR,UTAH,2.302585092994046
N205TK,5200.0,460.0,34.517799999999994,-117.99,2,BELL,205A-1,CALIFORNIA,1.0986122886681098
N205WH,9800.0,460.0,34.721599999999995,-118.3275,2,CIRRUS DESIGN CORP,SR22T,CALIFORNIA,1.0986122886681098
N205WN,32420.833333333332,480.1666666666667,34.4883,-118.41833333333334,6,BOEING,737-7H4,TEXAS,1.9459101490553132
N2066A,7375.0,460.0,34.4712,-118.109,1,BEECH,A36,MONTANA,0.6931471805599453
N2068S,10800.0,460.0,34.613,-118.055,2,CESSNA,TR182,CALIFORNIA,1.0986122886681098
N206AF,10375.0,283.0,34.593,-118.126,1,PILATUS AIRCRAFT LTD,PC-12/47E,NEW HAMPSHIRE,0.6931471805599453
N206KT,10200.0,460.0,34.6137,-117.997,1,FEATHERSTON LES W,HARMON ROCKET II,ARIZONA,0.6931471805599453
N206LQ,10550.0,170.0,34.5954,-117.965,1,CESSNA,T206H,CALIFORNIA,0.6931471805599453
N206NN,31750.0,468.6,34.65508,-118.33959999999999,5,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.791759469228055
N206SU,4600.0,460.0,34.6837,-118.267,1,CESSNA,U206F,NEW YORK,0.6931471805599453
N206SY,25800.0,474.0,34.57155,-117.93700000000001,2,EMBRAER S A,ERJ 170-200 LR,UTAH,1.0986122886681098
N207JB,15675.0,388.3333333333333,34.6434,-118.06599999999999,3,CANADAIR LTD,CL-600-2B16,ARIZONA,1.3862943611198906
N207PS,27187.5,474.0,34.91315,-118.685,2,BOMBARDIER INC,CL-600-2B19,UTAH,1.0986122886681098
N207SY,23888.88888888889,446.77777777777777,34.55171111111112,-118.16633333333334,9,EMBRAER S A,ERJ 170-200 LR,UTAH,2.302585092994046
N207WN,33121.875,469.25,34.539175,-118.125125,8,BOEING,737-7H4,TEXAS,2.1972245773362196
N2086J,12175.0,398.0,34.6363,-118.019,1,AIRBUS,A321-271NX,UTAH,0.6931471805599453
N208AN,24166.666666666668,472.0,34.708,-118.11566666666666,3,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.3862943611198906
N208BV,8487.5,460.0,34.600350000000006,-118.0735,2,CESSNA,208B,CALIFORNIA,1.0986122886681098
N208BZ,24750.0,460.0,34.3907,-117.625,1,AIRBUS CANADA LP,BD-500-1A11,UTAH,0.6931471805599453
N208HA,27943.18181818182,497.90909090909093,34.513236363636366,-118.33709090909092,11,AIRBUS,A321-271N,HAWAII,2.4849066497880004
N208QS,37675.0,523.0,34.8526,-118.384,1,BOMBARDIER INC,CL-600-2B16(CL-604),OKLAHOMA,0.6931471805599453
N208SY,24400.0,447.57142857142856,34.54662857142857,-118.098,7,EMBRAER S A,ERJ 170-200 LR,UTAH,2.0794415416798357
N208WN,24737.5,466.625,34.630225,-118.1695,8,BOEING,737-7H4,TEXAS,2.1972245773362196
N20932,5975.0,460.0,34.7506,-118.0985,2,CESSNA,172M,LOUISIANA,1.0986122886681098
N2099Y,9500.0,460.0,34.6201,-117.914,1,CESSNA,T206H,CALIFORNIA,0.6931471805599453
N209HA,34633.333333333336,504.6666666666667,34.467733333333335,-118.33166666666666,3,AIRBUS,A321-271N,DELAWARE,1.3862943611198906
N209MG,40500.0,543.0,34.5768,-117.807,1,GULFSTREAM AEROSPACE,G-V,OREGON,0.6931471805599453
N209NN,34675.0,520.0,34.6362,-117.987,1,EMBRAER S A,ERJ 170-200 LR,TEXAS,0.6931471805599453
N209NV,31387.5,498.5,34.519574999999996,-118.08,4,AIRBUS,A320-214,NEVADA,1.6094379124341003
N209QS,21762.5,485.5,34.59305,-118.1725,2,BOMBARDIER INC,CL-600-2B16,OHIO,1.0986122886681098
N209SY,26860.0,474.2,34.578140000000005,-117.98620000000001,5,EMBRAER S A,ERJ 170-200 LR,UTAH,1.791759469228055
N209UA,33475.0,543.0,34.6966,-118.196,1,BOEING,777-222,ILLINOIS,0.6931471805599453
N209WN,26553.571428571428,475.2857142857143,34.626957142857144,-118.14371428571428,7,BOEING,737-7H4,TEXAS,2.0794415416798357
N20BD,37175.0,460.0,34.3923,-117.965,1,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,OREGON,0.6931471805599453
N20BL,43675.0,511.0,34.3421,-118.427,1,BEECH,65-A90,OKLAHOMA,0.6931471805599453
N20LX,6005.0,460.0,34.67568,-118.1538,5,PIPER,PA-31-350,CALIFORNIA,1.791759469228055
N20WE,15650.0,460.0,34.3778,-118.119,1,CESSNA,441,CALIFORNIA,0.6931471805599453
N20YC,15680.0,438.4,34.62578,-118.042,5,DASSAULT AVIATION,FALCON 2000EX,MONTANA,1.791759469228055
N2103S,10425.0,460.0,34.6084,-118.333,1,CESSNA,210L,CALIFORNIA,0.6931471805599453
N2103U,5034.375,339.875,34.654875000000004,-118.268375,8,CESSNA,182T,CALIFORNIA,2.1972245773362196
N2104H,7550.0,460.0,34.5454,-118.279,1,CESSNA,172S,CALIFORNIA,0.6931471805599453
N2105J,22100.0,469.3333333333333,34.373733333333334,-117.65733333333333,3,AIRBUS,A321-271NX,NEW YORK,1.3862943611198906
N210BX,10950.0,460.0,34.5662,-118.10300000000001,2,CESSNA,210L,CALIFORNIA,1.0986122886681098
N210FR,27531.25,485.5,34.6088,-118.171,4,AIRBUS,A320-214,UTAH,1.6094379124341003
N210NN,33783.333333333336,512.3333333333334,34.5255,-117.81200000000001,3,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.3862943611198906
N210TB,11150.0,460.0,34.6954,-118.431,1,CESSNA,210N,CALIFORNIA,0.6931471805599453
N210TE,10950.0,460.0,34.71795,-118.2735,2,CESSNA,T210L,NEVADA,1.0986122886681098
N210UA,34050.0,531.25,34.563375,-117.85825,4,BOEING,777-222,ILLINOIS,1.6094379124341003
N210WN,27015.625,472.0,34.616625,-118.030625,8,BOEING,737-7H4,TEXAS,2.1972245773362196
N21108,34425.0,544.0,34.702133333333336,-117.92999999999999,3,BOEING,757-224,ILLINOIS,1.3862943611198906
N21112,17858.333333333332,442.0,34.492533333333334,-118.23899999999999,3,GULFSTREAM AEROSPACE,GIV-X (G450),UTAH,1.3862943611198906
N21171,9375.0,460.0,34.7611,-117.616,1,CESSNA,182P,CALIFORNIA,0.6931471805599453
N211BD,40700.0,495.0,34.5162,-117.677,1,LEARJET INC,60,CALIFORNIA,0.6931471805599453
N211CL,32362.5,456.0,34.490750000000006,-118.3375,2,CESSNA,560XL,TEXAS,1.0986122886681098
N211DH,29375.0,525.0,34.5707,-117.664,1,GULFSTREAM AEROSPACE,G-IV,IDAHO,0.6931471805599453
N211FR,21162.5,504.0,34.49195,-118.1035,2,AIRBUS,A320-214,UTAH,1.0986122886681098
N211PB,24866.666666666668,463.0,34.59186666666667,-117.86033333333334,3,BOMBARDIER INC,BD-700-1A10,VIRGINIA,1.3862943611198906
N211PJ,20381.25,428.0,34.659225,-117.86699999999999,4,HONDA AIRCRAFT CO LLC,HA-420,ARIZONA,1.6094379124341003
N211SY,32659.375,481.875,34.602075,-118.122875,8,EMBRAER S A,ERJ 170-200 LR,UTAH,2.1972245773362196
N211UA,36100.0,535.8,34.5786,-118.1378,5,BOEING,777-222,ILLINOIS,1.791759469228055
N211WN,29000.0,466.5,34.6586,-118.20866666666666,6,BOEING,737-7H4,TEXAS,1.9459101490553132
N2121,18500.0,428.0,34.6056,-118.184,1,GULFSTREAM AEROSPACE,G-IV,UTAH,0.6931471805599453
N2121P,7950.0,460.0,34.5661,-118.357,1,LEARJET INC,45,UTAH,0.6931471805599453
N2121V,10550.0,460.0,34.6452,-118.258,1,PIPER,PA-28-201T,ARIZONA,0.6931471805599453
N2122Q,9750.0,460.0,34.54509166666667,-118.05158333333333,12,MOONEY AIRCRAFT CORP.,M20K,CALIFORNIA,2.5649493574615367
N2126F,5966.666666666667,460.0,34.67818888888889,-118.31211111111111,9,CESSNA,172S,CALIFORNIA,2.302585092994046
N212BW,5736.206896551724,304.6896551724138,34.66891724137931,-118.08396551724138,29,SOCATA,TBM 700,DELAWARE,3.4011973816621555
N212HA,33025.0,527.0,34.2884,-118.117,1,AIRBUS,A321-271N,HAWAII,0.6931471805599453
N212NN,36312.5,501.0,34.7134,-117.6985,2,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.0986122886681098
N212QS,14991.666666666666,419.6666666666667,34.63476666666667,-118.06466666666667,3,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,1.3862943611198906
N212UA,36916.666666666664,558.6666666666666,34.47,-117.86433333333332,3,BOEING,777-222,ILLINOIS,1.3862943611198906
N212WN,21439.285714285714,427.85714285714283,34.58374285714286,-118.30499999999999,7,BOEING,737-7H4,TEXAS,2.0794415416798357
N21398,8525.0,460.0,34.7449,-118.484,1,BEECH,V35B,CALIFORNIA,0.6931471805599453
N213AR,10987.5,340.5,34.5497,-118.066,2,CIRRUS DESIGN CORP,SR22T,MONTANA,1.0986122886681098
N213BZ,29375.0,460.0,34.2737,-117.504,1,AIRBUS CANADA LP,BD-500-1A11,UTAH,0.6931471805599453
N213C,11900.0,460.0,34.7398,-117.984,1,NEW PIPER AIRCRAFT INC,PA-32R-301T,CALIFORNIA,0.6931471805599453
N213CA,8562.5,460.0,34.526399999999995,-117.8995,2,CIRRUS DESIGN CORP,SR22,NEVADA,1.0986122886681098
N213F,26760.9375,442.5625,34.61556875,-118.037,16,CESSNA,525B,OHIO,2.833213344056216
N213FR,31803.571428571428,469.14285714285717,34.544985714285716,-117.76642857142858,7,AIRBUS,A320-214,UTAH,2.0794415416798357
N213HA,33891.666666666664,524.0,34.69303333333334,-117.80833333333334,3,AIRBUS,A321-271N,UTAH,1.3862943611198906
N213SY,25156.25,455.75,34.620875,-118.4465,4,EMBRAER S A,ERJ 170-200 LR,UTAH,1.6094379124341003
N213UA,38131.25,527.5,34.536775,-118.10125,4,BOEING,777-222,ILLINOIS,1.6094379124341003
N213WN,34234.375,502.0,34.656325,-118.362625,8,BOEING,737-7H4,TEXAS,2.1972245773362196
N2140D,8700.0,460.0,34.6537,-118.024,1,MOONEY AIRCRAFT CORP.,M20S,FLORIDA,0.6931471805599453
N2140U,40425.0,562.0,34.8714,-118.571,1,BOEING,777-300ER,ILLINOIS,0.6931471805599453
N2142J,21233.333333333332,492.6666666666667,34.36443333333333,-117.66866666666668,3,AIRBUS,A321-271NX,NEW YORK,1.3862943611198906
N214AK,28675.0,473.7,34.68098,-118.38430000000001,10,BOEING,737-900ER,WASHINGTON,2.3978952727983707
N214DV,39404.166666666664,460.0,34.58443333333333,-118.02316666666667,6,DASSAULT AVIATION,MYSTERE-FALCON 50,CALIFORNIA,1.9459101490553132
N214HA,29183.333333333332,513.3333333333334,34.557449999999996,-118.1065,6,AIRBUS,A321-271N,HAWAII,1.9459101490553132
N214MD,14637.5,397.0,34.582750000000004,-118.216,2,BOMBARDIER INC,BD-700-1A11,TEXAS,1.0986122886681098
N214QS,25193.75,461.0,34.55015,-118.178,4,BOMBARDIER INC,CL-600-2B16(CL-604),OKLAHOMA,1.6094379124341003
N214TG,8200.0,329.0,34.5891,-118.253,1,LEARJET INC,45,TEXAS,0.6931471805599453
N214UA,36625.0,560.5,34.65325,-118.1645,2,BOEING,777-222,ILLINOIS,1.0986122886681098
N214WN,19825.0,429.0,34.47013333333333,-118.21199999999999,3,BOEING,737-7H4,TEXAS,1.3862943611198906
N214WT,12300.0,460.0,34.6342,-118.044,0,CESSNA,750,UTAH,0.0
N21598,10925.0,460.0,34.76635,-118.09299999999999,2,CESSNA,182P,CALIFORNIA,1.0986122886681098
N215AK,33105.0,493.0,34.55854,-118.37159999999999,5,BOEING,737-900ER,WASHINGTON,1.791759469228055
N215FH,8175.0,327.0,34.5724,-118.327,1,DASSAULT AVIATION,FALCON 2000EX,DELAWARE,0.6931471805599453
N215HA,24557.14285714286,490.57142857142856,34.487028571428574,-118.087,7,AIRBUS,A321-271N,HAWAII,2.0794415416798357
N215NN,34075.0,496.5,34.67985,-118.35650000000001,2,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.0986122886681098
N215UA,36045.833333333336,552.3333333333334,34.64575,-117.91016666666667,6,BOEING,777-222,ILLINOIS,1.9459101490553132
N215WN,31864.285714285714,476.42857142857144,34.47671428571429,-118.38085714285714,7,BOEING,737-7H4,TEXAS,2.0794415416798357
N2164X,10425.0,460.0,34.7849,-118.326,1,MOONEY AIRCRAFT CORP.,M20K,CALIFORNIA,0.6931471805599453
N216FR,35616.666666666664,529.3333333333334,34.68803333333333,-117.93299999999999,3,AIRBUS,A320-214,UTAH,1.3862943611198906
N216GH,4175.0,460.0,34.5826,-118.037,1,BELL,205A-1,CALIFORNIA,0.6931471805599453
N216HA,23080.0,487.2,34.51922,-118.54459999999999,5,AIRBUS,A321-271N,HAWAII,1.791759469228055
N216NN,27791.666666666668,483.6666666666667,34.613033333333334,-117.96366666666667,3,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.3862943611198906
N216QS,23483.333333333332,472.0,34.51723333333334,-118.29133333333334,3,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,1.3862943611198906
N216RG,6975.0,460.0,34.60516666666667,-118.25966666666666,3,CESSNA,172P,CALIFORNIA,1.3862943611198906
N216TM,10050.0,350.0,34.6085,-118.168,1,CESSNA,525B,COLORADO,0.6931471805599453
N216UA,37275.0,546.0,34.7349,-117.912,1,BOEING,777-222,ILLINOIS,0.6931471805599453
N216WR,34546.42857142857,504.0,34.723771428571425,-118.341,7,BOEING,737-7H4,TEXAS,2.0794415416798357
N2179M,8400.0,460.0,34.7238,-117.958,1,CESSNA,T182T,WASHINGTON,0.6931471805599453
N217CK,26025.0,460.0,34.6612,-118.032,1,GATES LEARJET CORP.,35A,MICHIGAN,0.6931471805599453
N217EC,23550.0,479.0,34.6653,-118.158,1,RAYTHEON AIRCRAFT COMPANY,400A,WASHINGTON,0.6931471805599453
N217HA,31016.666666666668,536.6666666666666,34.42486666666667,-118.289,3,AIRBUS,A321-271N,HAWAII,1.3862943611198906
N217JC,26025.0,480.1111111111111,34.593377777777775,-118.45888888888888,9,BOEING,737-7H4,TEXAS,2.302585092994046
N217MJ,23100.0,505.0,34.6558,-117.98233333333333,3,LEARJET INC,45,OREGON,1.3862943611198906
N217QS,16033.333333333334,438.3333333333333,34.616099999999996,-118.09433333333334,3,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,1.3862943611198906
N2183P,12862.5,460.0,34.803200000000004,-117.82249999999999,2,CESSNA,T182T,CALIFORNIA,1.0986122886681098
N218HA,31343.75,510.0,34.54115,-118.19749999999999,4,AIRBUS,A321-271N,HAWAII,1.6094379124341003
N218KF,27000.0,502.0,34.7564,-117.87,1,BOMBARDIER INC,BD-100-1A10,MONTANA,0.6931471805599453
N218NV,29100.0,460.0,34.4299,-118.525,1,AIRBUS,A320-214,NEVADA,0.6931471805599453
N218RW,12725.0,460.0,34.5626,-118.465,1,CIRRUS DESIGN CORP,SR22T,NEVADA,0.6931471805599453
N218S,5400.0,460.0,34.6916,-118.316,1,BURGOS RICARDO,RV-9A,ARIZONA,0.6931471805599453
N218WN,28454.545454545456,475.6363636363636,34.62770909090909,-118.15427272727271,11,BOEING,737-7H4,TEXAS,2.4849066497880004
N219GX,7950.0,460.0,34.5691,-118.343,1,BOMBARDIER INC,BD-700-1A10,DELAWARE,0.6931471805599453
N219L,27216.666666666668,478.6666666666667,34.62343333333333,-118.06299999999999,3,CESSNA,525C,ARIZONA,1.3862943611198906
N219MA,21575.0,460.0,34.7328,-117.595,1,MITSUBISHI,MU-2B-40,COLORADO,0.6931471805599453
N219ML,3575.0,460.0,34.724500000000006,-118.22649999999999,2,BEECH,95-C55,CALIFORNIA,1.0986122886681098
N219NN,32600.0,527.0,34.759550000000004,-118.46549999999999,2,EMBRAER S A,ERJ 170-200 LR,TEXAS,1.0986122886681098
N219QS,19625.0,456.0,34.7014,-117.809,1,BOMBARDIER INC,CL-600-2B16,OKLAHOMA,0.6931471805599453
N219UA,36162.5,559.3333333333334,34.61513333333333,-118.25349999999999,6,BOEING,777-222,ILLINOIS,1.9459101490553132
N219WN,30591.666666666668,495.1666666666667,34.64126666666667,-118.20133333333332,6,BOEING,737-7H4,TEXAS,1.9459101490553132
